date,location,matched_cities,ratio,median_price,monthly_payment,median_hhi,interest_rate,cities_matched
2022-01-01,"Erie, PA","Erie, PA",12.70%,133450.0,456.46277255554537,43135.0,3.11,1
2023-01-01,"Erie, PA","Erie, PA",26.05%,187872.0,942.0894383744218,43397.0,6.42,1
2017-01-01,"Escanaba, MI","Escanaba, MI",15.93%,111150.0,441.0845727402556,33230.0,4.32,1
2018-01-01,"Escanaba, MI","Escanaba, MI",15.27%,117350.0,447.65641830854224,35176.0,3.99,1
2019-01-01,"Escanaba, MI","Escanaba, MI",14.31%,104750.0,427.0955189775448,35813.0,4.55,1
2020-01-01,"Escanaba, MI","Escanaba, MI",16.09%,119925.0,443.76887453331597,33102.0,3.74,1
2021-01-01,"Escanaba, MI","Escanaba, MI",12.70%,118400.0,382.6841019105022,36173.0,2.67,1
2022-01-01,"Escanaba, MI","Escanaba, MI",18.13%,169900.0,581.1391911366592,38457.0,3.11,1
2023-01-01,"Escanaba, MI","Escanaba, MI",25.38%,169450.0,849.7118002285904,40169.0,6.42,1
2017-01-01,"Eugene, OR","Eugene, OR",32.59%,325000.0,1289.720972924724,47489.0,4.32,1
2018-01-01,"Eugene, OR","Eugene, OR",32.05%,343248.0,1309.3921625187093,49029.0,3.99,1
2019-01-01,"Eugene, OR","Eugene, OR",35.23%,366950.0,1496.1594337833897,50962.0,4.55,1
2020-01-01,"Eugene, OR","Eugene, OR",33.63%,399000.0,1476.4542917556228,52689.0,3.74,1
2021-01-01,"Eugene, OR","Eugene, OR",29.55%,425000.0,1373.6549266213126,55776.0,2.67,1
2022-01-01,"Eugene, OR","Eugene, OR",31.29%,468750.0,1603.349004386751,61481.0,3.11,1
2023-01-01,"Eugene, OR","Eugene, OR",48.83%,518063.0,2597.8415129054256,63836.0,6.42,1
2017-01-01,"Eureka-Arcata-Fortuna, CA","Eureka, CA, Arcata, CA, Fortuna, CA",45.77%,375000.0,1488.1395841439123,39012.333333333336,4.32,3
2018-01-01,"Eureka-Arcata-Fortuna, CA","Eureka, CA, Arcata, CA, Fortuna, CA",49.16%,425000.0,1621.2524736355388,39571.333333333336,3.99,3
2019-01-01,"Eureka-Arcata-Fortuna, CA","Eureka, CA, Arcata, CA, Fortuna, CA",44.37%,376625.0,1535.607158328571,41529.666666666664,4.55,3
2020-01-01,"Eureka-Arcata-Fortuna, CA","Eureka, CA, Arcata, CA, Fortuna, CA",36.94%,354500.0,1311.7870837778653,42609.0,3.74,3
2021-01-01,"Eureka-Arcata-Fortuna, CA","Eureka, CA, Arcata, CA, Fortuna, CA",35.44%,425000.0,1373.6549266213126,46507.0,2.67,3
2022-01-01,"Eureka-Arcata-Fortuna, CA","Eureka, CA, Arcata, CA, Fortuna, CA",41.49%,519000.0,1775.2280176570105,51349.333333333336,3.11,3
2023-01-01,"Eureka-Arcata-Fortuna, CA","Eureka, CA, Arcata, CA, Fortuna, CA",50.58%,478000.0,2396.944470399919,56862.333333333336,6.42,3
2017-01-01,"Evanston, WY","Evanston, WY",15.86%,164950.0,654.5829984121021,49536.0,4.32,1
2018-01-01,"Evanston, WY","Evanston, WY",15.73%,188225.0,718.02411023541,54769.0,3.99,1
2019-01-01,"Evanston, WY","Evanston, WY",17.65%,211225.0,861.2243531840754,58566.0,4.55,1
2020-01-01,"Evanston, WY","Evanston, WY",13.89%,195000.0,721.5754057452292,62356.0,3.74,1
2021-01-01,"Evanston, WY","Evanston, WY",13.20%,220000.0,711.0684326039736,64659.0,2.67,1
2022-01-01,"Evanston, WY","Evanston, WY",15.59%,269000.0,920.1085486507434,70825.0,3.11,1
2023-01-01,"Evanston, WY","Evanston, WY",27.87%,354656.0,1778.4325064731247,76569.0,6.42,1
2017-01-01,"Evansville, IN-KY","Evansville, IN",17.25%,133900.0,531.3650408449863,36956.0,4.32,1
2018-01-01,"Evansville, IN-KY","Evansville, IN",18.35%,154900.0,590.8988427438704,38646.0,3.99,1
2019-01-01,"Evansville, IN-KY","Evansville, IN",18.87%,154950.0,631.7751853515091,40178.0,4.55,1
2020-01-01,"Evansville, IN-KY","Evansville, IN",14.44%,138625.0,512.9661057509354,42623.0,3.74,1
2021-01-01,"Evansville, IN-KY","Evansville, IN",12.95%,152450.0,492.7381025021627,45649.0,2.67,1
2022-01-01,"Evansville, IN-KY","Evansville, IN",15.76%,191450.0,654.8504893649994,49853.0,3.11,1
2023-01-01,"Evansville, IN-KY","Evansville, IN",29.90%,259638.0,1301.9620677943392,52251.0,6.42,1
2017-01-01,"Fairbanks, AK","Fairbanks, AK",15.69%,199900.0,793.2776076543148,60658.0,4.32,1
2018-01-01,"Fairbanks, AK","Fairbanks, AK",14.82%,199650.0,761.607191438436,61665.0,3.99,1
2019-01-01,"Fairbanks, AK","Fairbanks, AK",16.80%,214900.0,876.2083725849584,62602.0,4.55,1
2020-01-01,"Fairbanks, AK","Fairbanks, AK",14.83%,215000.0,795.5831396678168,64397.0,3.74,1
2021-01-01,"Fairbanks, AK","Fairbanks, AK",12.37%,212400.0,686.5042503867455,66572.0,2.67,1
2022-01-01,"Fairbanks, AK","Fairbanks, AK",14.64%,249450.0,853.2382061744532,69914.0,3.11,1
2023-01-01,"Fairbanks, AK","Fairbanks, AK",26.36%,315750.0,1583.33727307275,72077.0,6.42,1
2017-01-01,"Fairmont, WV","Fairmont, WV",15.67%,130825.0,519.1622962550063,39759.0,4.32,1
2018-01-01,"Fairmont, WV","Fairmont, WV",14.58%,133425.0,508.97790892899235,41904.0,3.99,1
2019-01-01,"Fairmont, WV","Fairmont, WV",16.37%,144950.0,591.0023434443449,43319.0,4.55,1
2020-01-01,"Fairmont, WV","Fairmont, WV",12.42%,127350.0,471.2442457520766,45540.0,3.74,1
2021-01-01,"Fairmont, WV","Fairmont, WV",11.40%,139900.0,452.17488055134504,47618.0,2.67,1
2022-01-01,"Fairmont, WV","Fairmont, WV",11.58%,155450.0,531.7132858280968,55084.0,3.11,1
2023-01-01,"Fairmont, WV","Fairmont, WV",14.42%,145650.0,730.3660295266699,60791.0,6.42,1
2017-01-01,"Fallon, NV","Fallon, NV",27.58%,230875.0,916.197937304602,39866.0,4.32,1
2018-01-01,"Fallon, NV","Fallon, NV",25.91%,243000.0,926.974943749261,42934.0,3.99,1
2019-01-01,"Fallon, NV","Fallon, NV",29.59%,271250.0,1105.9633367318286,44855.0,4.55,1
2020-01-01,"Fallon, NV","Fallon, NV",28.70%,294700.0,1090.5039593493284,45593.0,3.74,1
2021-01-01,"Fallon, NV","Fallon, NV",23.24%,298250.0,963.9825455642506,49785.0,2.67,1
2022-01-01,"Fallon, NV","Fallon, NV",23.74%,367250.0,1256.1704999702063,63490.0,3.11,1
2023-01-01,"Fallon, NV","Fallon, NV",32.51%,354993.0,1780.1224024700387,65699.0,6.42,1
2017-01-01,"Fargo, ND-MN","Fargo, ND",23.91%,253850.0,1007.371289159819,50561.0,4.32,1
2018-01-01,"Fargo, ND-MN","Fargo, ND",22.32%,259875.0,991.3482037318485,53309.0,3.99,1
2019-01-01,"Fargo, ND-MN","Fargo, ND",22.01%,249900.0,1018.913319260033,55551.0,4.55,1
2020-01-01,"Fargo, ND-MN","Fargo, ND",18.52%,239945.0,887.8892858027641,57520.0,3.74,1
2021-01-01,"Fargo, ND-MN","Fargo, ND",17.96%,278943.0,901.5798263447738,60243.0,2.67,1
2022-01-01,"Fargo, ND-MN","Fargo, ND",21.98%,345000.0,1180.0648672286486,64432.0,3.11,1
2023-01-01,"Fargo, ND-MN","Fargo, ND",33.26%,364978.0,1830.1924663548568,66029.0,6.42,1
2017-01-01,"Faribault-Northfield, MN","Faribault, MN, Northfield, MN",23.11%,272175.0,1080.0917101716516,56089.5,4.32,2
2018-01-01,"Faribault-Northfield, MN","Faribault, MN, Northfield, MN",19.11%,247450.0,943.9504108261508,59283.0,3.99,2
2019-01-01,"Faribault-Northfield, MN","Faribault, MN, Northfield, MN",23.88%,294925.0,1202.4930399470397,60425.0,4.55,2
2020-01-01,"Faribault-Northfield, MN","Faribault, MN, Northfield, MN",20.25%,283250.0,1048.134531678647,62119.5,3.74,2
2021-01-01,"Faribault-Northfield, MN","Faribault, MN, Northfield, MN",19.22%,319900.0,1033.9581435909597,64553.0,2.67,2
2022-01-01,"Faribault-Northfield, MN","Faribault, MN, Northfield, MN",21.96%,379900.0,1299.4395451019234,71003.0,3.11,2
2023-01-01,"Faribault-Northfield, MN","Faribault, MN, Northfield, MN",32.12%,410150.0,2056.70873333583,76831.0,6.42,2
2017-01-01,"Farmington, MO","Farmington, MO",13.88%,125013.0,496.09811688688774,42899.0,4.32,1
2018-01-01,"Farmington, MO","Farmington, MO",12.76%,131300.0,500.8716465608146,47109.0,3.99,1
2019-01-01,"Farmington, MO","Farmington, MO",15.72%,146250.0,596.3028128922762,45528.0,4.55,1
2020-01-01,"Farmington, MO","Farmington, MO",14.54%,144400.0,534.3358389210825,44093.0,3.74,1
2021-01-01,"Farmington, MO","Farmington, MO",13.52%,159900.0,516.8174653335245,45859.0,2.67,1
2022-01-01,"Farmington, MO","Farmington, MO",15.98%,192000.0,656.7317521968131,49317.0,3.11,1
2023-01-01,"Farmington, MO","Farmington, MO",23.85%,197675.0,991.246858130343,49882.0,6.42,1
2017-01-01,"Farmington, NM","Farmington, NM",18.03%,208944.0,829.1675660516416,55179.0,4.32,1
2018-01-01,"Farmington, NM","Farmington, NM",16.85%,207500.0,791.55267830441,56368.0,3.99,1
2019-01-01,"Farmington, NM","Farmington, NM",19.26%,214444.0,874.3491309939917,54480.0,4.55,1
2020-01-01,"Farmington, NM","Farmington, NM",16.48%,209950.0,776.8961868523635,56576.0,3.74,1
2021-01-01,"Farmington, NM","Farmington, NM",14.19%,205000.0,662.5864940173391,56045.0,2.67,1
2022-01-01,"Farmington, NM","Farmington, NM",19.38%,289900.0,991.5965362596673,61388.0,3.11,1
2023-01-01,"Farmington, NM","Farmington, NM",30.21%,320000.0,1604.64901784095,63745.0,6.42,1
2017-01-01,"Fayetteville, NC","Fayetteville, NC",17.68%,161250.0,639.9000211818823,43439.0,4.32,1
2018-01-01,"Fayetteville, NC","Fayetteville, NC",17.65%,169900.0,648.1195182839483,44057.0,3.99,1
2019-01-01,"Fayetteville, NC","Fayetteville, NC",19.55%,179925.0,733.6053580146515,45024.0,4.55,1
2020-01-01,"Fayetteville, NC","Fayetteville, NC",19.80%,206500.0,764.1298527507171,46321.0,3.74,1
2021-01-01,"Fayetteville, NC","Fayetteville, NC",18.23%,229900.0,743.0665120711525,48923.0,2.67,1
2022-01-01,"Fayetteville, NC","Fayetteville, NC",19.09%,248500.0,849.9887521922294,53424.0,3.11,1
2023-01-01,"Fayetteville, NC","Fayetteville, NC",36.28%,339975.0,1704.8142182514905,56395.0,6.42,1
2017-01-01,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR",28.93%,250000.0,992.0930560959416,41158.0,4.32,1
2018-01-01,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR",29.10%,267600.0,1020.8168516349887,42101.0,3.99,1
2019-01-01,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR",30.91%,276000.0,1125.3304366377315,43690.0,4.55,1
2020-01-01,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR",26.68%,284500.0,1052.7600150488088,47350.0,3.74,1
2021-01-01,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR",21.58%,289900.0,936.9942664176908,52111.0,2.67,1
2022-01-01,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR",27.78%,385000.0,1316.8839822696514,56881.0,3.11,1
2023-01-01,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR",40.69%,399450.0,2003.053281801773,59074.0,6.42,1
2017-01-01,"Fergus Falls, MN","Fergus Falls, MN",22.04%,199900.0,793.2776076543148,43191.0,4.32,1
2018-01-01,"Fergus Falls, MN","Fergus Falls, MN",22.63%,217367.0,829.1924386746732,43969.0,3.99,1
2019-01-01,"Fergus Falls, MN","Fergus Falls, MN",25.84%,229900.0,937.3676354457047,43528.0,4.55,1
2020-01-01,"Fergus Falls, MN","Fergus Falls, MN",23.79%,228500.0,845.5383600655633,42659.0,3.74,1
2021-01-01,"Fergus Falls, MN","Fergus Falls, MN",21.14%,247000.0,798.3359220599159,45327.0,2.67,1
2022-01-01,"Fergus Falls, MN","Fergus Falls, MN",21.81%,259000.0,885.9037698904926,48738.0,3.11,1
2023-01-01,"Fergus Falls, MN","Fergus Falls, MN",42.20%,356725.0,1788.8075652791026,50865.0,6.42,1
2017-01-01,"Findlay, OH","Findlay, OH",15.16%,149900.0,594.8589964351265,47083.0,4.32,1
2018-01-01,"Findlay, OH","Findlay, OH",16.31%,179900.0,686.2666353106669,50480.0,3.99,1
2019-01-01,"Findlay, OH","Findlay, OH",18.34%,191200.0,779.5767372649793,51002.0,4.55,1
2020-01-01,"Findlay, OH","Findlay, OH",18.25%,199500.0,738.2271458778114,48547.0,3.74,1
2021-01-01,"Findlay, OH","Findlay, OH",15.57%,204400.0,660.6472164738738,50921.0,2.67,1
2022-01-01,"Findlay, OH","Findlay, OH",16.30%,218350.0,746.8613442300737,54986.0,3.11,1
2023-01-01,"Findlay, OH","Findlay, OH",23.19%,221000.0,1108.210727946406,57344.0,6.42,1
2017-01-01,"Fitzgerald, GA","Fitzgerald, GA",16.31%,87975.0,349.1175464401618,25688.0,4.32,1
2018-01-01,"Fitzgerald, GA","Fitzgerald, GA",20.00%,109900.0,419.2368161236369,25151.0,3.99,1
2019-01-01,"Fitzgerald, GA","Fitzgerald, GA",20.79%,105750.0,431.1728031682613,24885.0,4.55,1
2020-01-01,"Fitzgerald, GA","Fitzgerald, GA",15.83%,92900.0,343.76592407041943,26064.0,3.74,1
2021-01-01,"Fitzgerald, GA","Fitzgerald, GA",15.36%,119900.0,387.53229576916567,30268.0,2.67,1
2022-01-01,"Fitzgerald, GA","Fitzgerald, GA",26.51%,209900.0,717.9583061776618,32500.0,3.11,1
2023-01-01,"Fitzgerald, GA","Fitzgerald, GA",23.05%,139900.0,701.5324924873403,36515.0,6.42,1
2017-01-01,"Flagstaff, AZ","Flagstaff, AZ",43.25%,470125.0,1865.6309919884181,51758.0,4.32,1
2018-01-01,"Flagstaff, AZ","Flagstaff, AZ",40.48%,495342.0,1889.5869242248828,56015.0,3.99,1
2019-01-01,"Flagstaff, AZ","Flagstaff, AZ",37.43%,449375.0,1832.2295832031907,58748.0,4.55,1
2020-01-01,"Flagstaff, AZ","Flagstaff, AZ",36.29%,479625.0,1774.797969131054,58685.0,3.74,1
2021-01-01,"Flagstaff, AZ","Flagstaff, AZ",40.91%,643750.0,2080.6831976764006,61026.0,2.67,1
2022-01-01,"Flagstaff, AZ","Flagstaff, AZ",42.04%,672450.0,2300.1003477330573,65652.0,3.11,1
2023-01-01,"Flagstaff, AZ","Flagstaff, AZ",65.93%,745500.0,3738.3307587513377,68041.0,6.42,1
2017-01-01,"Flint, MI","Flint, MI",21.69%,119900.0,475.80782970361355,26330.0,4.32,1
2018-01-01,"Flint, MI","Flint, MI",23.11%,139900.0,533.6781672037927,27717.0,3.99,1
2019-01-01,"Flint, MI","Flint, MI",24.54%,144600.0,589.5752939775941,28834.0,4.55,1
2020-01-01,"Flint, MI","Flint, MI",24.25%,165947.0,614.0680710625824,30383.0,3.74,1
2021-01-01,"Flint, MI","Flint, MI",21.56%,179900.0,581.4600501157039,32358.0,2.67,1
2022-01-01,"Flint, MI","Flint, MI",19.96%,172400.0,589.6903858267218,35451.0,3.11,1
2023-01-01,"Flint, MI","Flint, MI",30.25%,181950.0,912.3934024880026,36194.0,6.42,1
2017-01-01,"Florence, SC","Florence, SC",15.74%,155375.0,616.5858343636277,47008.0,4.32,1
2018-01-01,"Florence, SC","Florence, SC",15.22%,159900.0,609.9724012572298,48091.0,3.99,1
2019-01-01,"Florence, SC","Florence, SC",16.66%,168586.0,687.3730325761181,49525.0,4.55,1
2020-01-01,"Florence, SC","Florence, SC",16.12%,185413.0,686.0997984894368,51073.0,3.74,1
2021-01-01,"Florence, SC","Florence, SC",14.05%,189900.0,613.7813425067936,52425.0,2.67,1
2022-01-01,"Florence, SC","Florence, SC",17.11%,233500.0,798.6815840518534,56031.0,3.11,1
2023-01-01,"Florence, SC","Florence, SC",27.83%,260950.0,1308.5411287674872,56433.0,6.42,1
2017-01-01,"Fond Du Lac, WI","Fond Du Lac, WI",12.85%,129900.0,515.4915519474512,48129.0,4.32,1
2018-01-01,"Fond Du Lac, WI","Fond Du Lac, WI",13.74%,149975.0,572.1113876082115,49949.0,3.99,1
2019-01-01,"Fond Du Lac, WI","Fond Du Lac, WI",12.80%,137950.0,562.4613541093299,52724.0,4.55,1
2020-01-01,"Fond Du Lac, WI","Fond Du Lac, WI",14.17%,174175.0,644.5148527983348,54587.0,3.74,1
2021-01-01,"Fond Du Lac, WI","Fond Du Lac, WI",11.28%,164450.0,531.5236533714703,56561.0,2.67,1
2022-01-01,"Fond Du Lac, WI","Fond Du Lac, WI",13.61%,194500.0,665.2829468868757,58675.0,3.11,1
2023-01-01,"Fond Du Lac, WI","Fond Du Lac, WI",32.20%,329742.0,1653.5005513778456,61620.0,6.42,1
2017-01-01,"Forest City, NC","Forest City, NC",41.49%,212450.0,843.080679070331,24383.0,4.32,1
2018-01-01,"Forest City, NC","Forest City, NC",37.77%,229900.0,877.0022204442596,27861.0,3.99,1
2019-01-01,"Forest City, NC","Forest City, NC",53.19%,299900.0,1222.7775287958539,27589.0,4.55,1
2020-01-01,"Forest City, NC","Forest City, NC",44.75%,298000.0,1102.7152354465554,29571.0,3.74,1
2021-01-01,"Forest City, NC","Forest City, NC",34.95%,284500.0,919.5407685265023,31573.0,2.67,1
2022-01-01,"Forest City, NC","Forest City, NC",37.28%,320000.0,1094.5529203280219,35232.0,3.11,1
2023-01-01,"Forest City, NC","Forest City, NC",54.31%,324000.0,1624.7071305639618,35897.0,6.42,1
2017-01-01,"Forrest City, AR","Forrest City, AR",15.28%,99000.0,392.8688502139928,30845.0,4.32,1
2018-01-01,"Forrest City, AR","Forrest City, AR",14.99%,104925.0,400.2586254028445,32038.0,3.99,1
2019-01-01,"Forrest City, AR","Forrest City, AR",15.75%,99225.0,404.56852382383664,30817.0,4.55,1
2020-01-01,"Forrest City, AR","Forrest City, AR",12.77%,95100.0,351.9067748019041,33062.0,3.74,1
2021-01-01,"Forrest City, AR","Forrest City, AR",13.83%,118500.0,383.0073148344131,33229.0,2.67,1
2022-01-01,"Forrest City, AR","Forrest City, AR",14.11%,125000.0,427.55973450313354,36368.0,3.11,1
2023-01-01,"Forrest City, AR","Forrest City, AR",22.99%,128100.0,642.3610599544553,33522.0,6.42,1
2017-01-01,"Fort Collins, CO","Fort Collins, CO",34.90%,440496.0,1748.0520913521516,60110.0,4.32,1
2018-01-01,"Fort Collins, CO","Fort Collins, CO",34.62%,469950.0,1792.7237646706387,62132.0,3.99,1
2019-01-01,"Fort Collins, CO","Fort Collins, CO",32.68%,439950.0,1793.8011797056881,65866.0,4.55,1
2020-01-01,"Fort Collins, CO","Fort Collins, CO",27.68%,439660.0,1626.9120148202435,70528.0,3.74,1
2021-01-01,"Fort Collins, CO","Fort Collins, CO",25.44%,478326.0,1546.011450426038,72932.0,2.67,1
2022-01-01,"Fort Collins, CO","Fort Collins, CO",31.40%,604245.0,2066.8066541987673,78977.0,3.11,1
2023-01-01,"Fort Collins, CO","Fort Collins, CO",42.25%,587000.0,2943.5280421019925,83598.0,6.42,1
2017-01-01,"Fort Dodge, IA","Fort Dodge, IA",9.90%,79800.0,316.6761035058245,38386.0,4.32,1
2018-01-01,"Fort Dodge, IA","Fort Dodge, IA",11.85%,104250.0,397.68369500354095,40271.0,3.99,1
2019-01-01,"Fort Dodge, IA","Fort Dodge, IA",14.56%,121650.0,496.0016218006523,40886.0,4.55,1
2020-01-01,"Fort Dodge, IA","Fort Dodge, IA",12.22%,121875.0,450.98462859076824,44290.0,3.74,1
2021-01-01,"Fort Dodge, IA","Fort Dodge, IA",12.11%,157400.0,508.737142235752,50409.0,2.67,1
2022-01-01,"Fort Dodge, IA","Fort Dodge, IA",8.98%,130000.0,444.66212388325886,59452.0,3.11,1
2023-01-01,"Fort Dodge, IA","Fort Dodge, IA",14.57%,149550.0,749.9226894316065,61769.0,6.42,1
2017-01-01,"Fort Leonard Wood, MO","Fort Leonard Wood, MO",13.41%,139900.0,555.1752741912888,49685.0,4.32,1
2018-01-01,"Fort Leonard Wood, MO","Fort Leonard Wood, MO",12.69%,143475.0,547.3157615408445,51750.0,3.99,1
2019-01-01,"Fort Leonard Wood, MO","Fort Leonard Wood, MO",14.05%,147450.0,601.1955539211359,51364.0,4.55,1
2020-01-01,"Fort Leonard Wood, MO","Fort Leonard Wood, MO",11.35%,149825.0,554.4104367475844,58598.0,3.74,1
2021-01-01,"Fort Leonard Wood, MO","Fort Leonard Wood, MO",8.33%,133000.0,429.8731888014932,61913.0,2.67,1
2022-01-01,"Fort Leonard Wood, MO","Fort Leonard Wood, MO",11.64%,184000.0,629.3679291886126,64890.0,3.11,1
2023-01-01,"Fort Leonard Wood, MO","Fort Leonard Wood, MO",17.49%,199500.0,1000.3983720602172,68629.0,6.42,1
2017-01-01,"Fort Morgan, CO","Fort Morgan, CO",25.20%,249900.0,991.6962188735032,47216.0,4.32,1
2018-01-01,"Fort Morgan, CO","Fort Morgan, CO",26.45%,290000.0,1106.2663937748382,50184.0,3.99,1
2019-01-01,"Fort Morgan, CO","Fort Morgan, CO",28.78%,299000.0,1219.107973024209,50823.0,4.55,1
2020-01-01,"Fort Morgan, CO","Fort Morgan, CO",27.46%,300825.0,1113.168827863121,48642.0,3.74,1
2021-01-01,"Fort Morgan, CO","Fort Morgan, CO",20.01%,264400.0,854.574970820412,51250.0,2.67,1
2022-01-01,"Fort Morgan, CO","Fort Morgan, CO",23.33%,314950.0,1077.2795070540953,55407.0,3.11,1
2023-01-01,"Fort Morgan, CO","Fort Morgan, CO",37.46%,368000.0,1845.3463705170923,59121.0,6.42,1
2017-01-01,"Fort Polk South, LA","Fort Polk South, LA",16.97%,149925.0,594.9582057407362,42070.0,4.32,1
2018-01-01,"Fort Polk South, LA","Fort Polk South, LA",16.66%,159900.0,609.9724012572298,43943.0,3.99,1
2019-01-01,"Fort Polk South, LA","Fort Polk South, LA",14.59%,149900.0,611.1849001883911,50286.0,4.55,1
2020-01-01,"Fort Polk South, LA","Fort Polk South, LA",13.46%,154250.0,570.7846478779569,50878.0,3.74,1
2021-01-01,"Fort Polk South, LA","Fort Polk South, LA",9.99%,145000.0,468.6587396708008,56310.0,2.67,1
2022-01-01,"Fort Polk South, LA","Fort Polk South, LA",11.66%,165000.0,564.3788495441363,58077.0,3.11,1
2023-01-01,"Fort Polk South, LA","Fort Polk South, LA",15.91%,165975.0,832.2863148004739,62790.0,6.42,1
2017-01-01,"Fort Smith, AR-OK","Fort Smith, AR",19.42%,149000.0,591.2874614331812,36532.0,4.32,1
2018-01-01,"Fort Smith, AR-OK","Fort Smith, AR",17.21%,150425.0,573.828007874414,40004.0,3.99,1
2019-01-01,"Fort Smith, AR-OK","Fort Smith, AR",18.17%,154950.0,631.7751853515091,41724.0,4.55,1
2020-01-01,"Fort Smith, AR-OK","Fort Smith, AR",15.70%,159950.0,591.8768520458945,45233.0,3.74,1
2021-01-01,"Fort Smith, AR-OK","Fort Smith, AR",14.84%,183750.0,593.9037476862735,48033.0,2.67,1
2022-01-01,"Fort Smith, AR-OK","Fort Smith, AR",16.16%,199950.0,683.9245513112124,50799.0,3.11,1
2023-01-01,"Fort Smith, AR-OK","Fort Smith, AR",26.06%,228188.0,1144.2551565096585,52692.0,6.42,1
2017-01-01,"Fort Wayne, IN","Fort Wayne, IN",15.30%,147300.0,584.5412286517287,45853.0,4.32,1
2018-01-01,"Fort Wayne, IN","Fort Wayne, IN",16.68%,174950.0,667.3838123824412,48023.0,3.99,1
2019-01-01,"Fort Wayne, IN","Fort Wayne, IN",18.56%,187400.0,764.0830573402568,49411.0,4.55,1
2020-01-01,"Fort Wayne, IN","Fort Wayne, IN",17.99%,208500.0,771.5306261429758,51454.0,3.74,1
2021-01-01,"Fort Wayne, IN","Fort Wayne, IN",15.99%,222570.0,719.3750047484837,53978.0,2.67,1
2022-01-01,"Fort Wayne, IN","Fort Wayne, IN",17.61%,249900.0,854.7774212186646,58233.0,3.11,1
2023-01-01,"Fort Wayne, IN","Fort Wayne, IN",30.93%,309950.0,1554.2530096243827,60293.0,6.42,1
2017-01-01,"Frankfort, IN","Frankfort, IN",7.59%,66875.0,265.3848925056643,41982.0,4.32,1
2018-01-01,"Frankfort, IN","Frankfort, IN",8.48%,75725.0,288.8690436848263,40889.0,3.99,1
2019-01-01,"Frankfort, IN","Frankfort, IN",16.48%,138500.0,564.703860414224,41120.0,4.55,1
2020-01-01,"Frankfort, IN","Frankfort, IN",10.97%,104850.0,387.98554508916556,42448.0,3.74,1
2021-01-01,"Frankfort, IN","Frankfort, IN",10.90%,129950.0,420.0151946222108,46236.0,2.67,1
2022-01-01,"Frankfort, IN","Frankfort, IN",11.62%,141000.0,482.2873805195346,49821.0,3.11,1
2023-01-01,"Frankfort, IN","Frankfort, IN",19.61%,174450.0,874.7844411323553,53522.0,6.42,1
2017-01-01,"Frankfort, KY","Frankfort, KY",15.70%,149900.0,594.8589964351265,45471.0,4.32,1
2018-01-01,"Frankfort, KY","Frankfort, KY",17.03%,179900.0,686.2666353106669,48345.0,3.99,1
2019-01-01,"Frankfort, KY","Frankfort, KY",18.42%,189075.0,770.9125083597069,50211.0,4.55,1
2020-01-01,"Frankfort, KY","Frankfort, KY",19.24%,219250.0,811.3097831263666,50602.0,3.74,1
2021-01-01,"Frankfort, KY","Frankfort, KY",14.62%,195000.0,630.2652016262493,51731.0,2.67,1
2022-01-01,"Frankfort, KY","Frankfort, KY",16.94%,222500.0,761.0563274155777,53905.0,3.11,1
2023-01-01,"Frankfort, KY","Frankfort, KY",34.34%,310700.0,1558.0139057599472,54438.0,6.42,1
2017-01-01,"Freeport, IL","Freeport, IL",10.81%,84900.0,336.91480185018173,37396.0,4.32,1
2018-01-01,"Freeport, IL","Freeport, IL",9.28%,79950.0,304.9862006286149,39419.0,3.99,1
2019-01-01,"Freeport, IL","Freeport, IL",10.98%,89700.0,365.73239190726275,39975.0,4.55,1
2020-01-01,"Freeport, IL","Freeport, IL",10.09%,90450.0,334.69997666490247,39787.0,3.74,1
2021-01-01,"Freeport, IL","Freeport, IL",8.11%,87500.0,282.811308422035,41831.0,2.67,1
2022-01-01,"Freeport, IL","Freeport, IL",9.18%,99900.0,341.70573981490435,44658.0,3.11,1
2023-01-01,"Freeport, IL","Freeport, IL",14.27%,114225.0,572.7844814465078,48181.0,6.42,1
2017-01-01,"Fremont, NE","Fremont, NE",14.48%,152025.0,603.291787411942,50007.0,4.32,1
2018-01-01,"Fremont, NE","Fremont, NE",16.97%,180325.0,687.8878877843024,48644.0,3.99,1
2019-01-01,"Fremont, NE","Fremont, NE",16.29%,164725.0,671.630638315762,49474.0,4.55,1
2020-01-01,"Fremont, NE","Fremont, NE",13.70%,167450.0,619.6297522668648,54291.0,3.74,1
2021-01-01,"Fremont, NE","Fremont, NE",17.01%,252450.0,815.9510264130598,57551.0,2.67,1
2022-01-01,"Fremont, NE","Fremont, NE",15.11%,229000.0,783.2894336097406,62226.0,3.11,1
2023-01-01,"Fremont, NE","Fremont, NE",23.04%,257225.0,1289.8620112941824,67179.0,6.42,1
2017-01-01,"Fremont, OH","Fremont, OH",11.45%,84900.0,336.91480185018173,35296.0,4.32,1
2018-01-01,"Fremont, OH","Fremont, OH",14.10%,109425.0,417.4248280648678,35535.0,3.99,1
